Model,price,RAM,Processor,Operating System,Storage,Display Size
Lenovo Legion 5 AMD Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,"₹84,990",16 GB Unified Memory RAM,Apple M1 Pro Processor,Mac OS Operating System,1 TB SSD,39.62 cm (15.6 inch) Display
ASUS Zenbook 14X OLED Space Edition Touchscreen Intel H-Series Core i5 12th Gen - (16 GB/512 GB SSD/Wi...,"₹84,990",16 GB Unified Memory RAM,Apple M1 Pro Processor,Mac OS Operating System,1 TB SSD,40.64 cm (16 Inch) Display
MSI Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) Prestige 13 Evo A12M-085IN Thin and Light Lap...,"₹84,990",32 GB DDR5 RAM,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,2 TB SSD,39.62 cm (15.6 Inch) Display
Acer Ryzen 5 Hexa Core 6600H - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) A...,"₹84,990",32 GB LPDDR5 RAM,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,2 TB SSD,35.56 cm (14 inch) Touchscreen Display
ASUS Ryzen 7 Octa Core 10th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX N...,"₹84,900",32 GB DDR5 RAM,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,2 TB SSD,43.94 cm (17.3 inch) Display
DELL Inspiron 7430 Core i5 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 7430 2in1 2 in 1 Lapt...,"₹84,890",32 GB DDR5 RAM,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,43.94 cm (17.3 Inch) Display
ASUS Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX NVIDIA® RTX...,"₹84,820",32 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
HP Victus Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon RX 6500M...,"₹84,591",32 GB DDR4 RAM,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,1 TB SSD,35.56 cm (14 Inch) Display
HP Pavilion Plus Intel Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-eh1022TU Thin and Ligh...,"₹84,490",16 GB LPDDR5 RAM,Intel Core i9 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
DELL G15 Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce RTX 3050)...,"₹84,300",16 GB LPDDR5 RAM,Intel Core i5 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,34.04 cm (13.4 Inch) Touchscreen Display
"ASUS Vivobook 14X (2023) For Creator, Intel H-Series Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 H...","₹84,190",16 GB DDR4 RAM,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,1 TB SSD,34.04 cm (13.4 Inch) Touchscreen Display
HP Pavilion Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) 15-EG2019TX Thin...,"₹84,150",32 GB DDR5 RAM,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,"15.6 inch Full HD LED Backlit Anti-glare IPS Display, 300 Hz, 300 Nits"
Lenovo Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) E15 Laptop,"₹84,086",16 GB DDR5 RAM,Intel Core i9 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display
"ASUS Vivobook 14X OLED (2023) For Creator, Intel H-Series Core i5 13th Gen - (16 GB/512 GB SSD/Windows...","₹82,990",16 GB DDR5 RAM,Intel Core i9 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
HP Victus Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX...,"₹82,990",32 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
DELL G5 15 SE Ryzen 7 Octa Core 4800H - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/AMD Radeon RX ...,"₹82,990",32 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
ASUS Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050Ti)...,"₹82,990",32 GB DDR5 RAM,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,2 TB SSD,39.62 cm (15.6 Inch) Display
DELL Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5320 Thin and Light Laptop,"₹82,990",16 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display
"ASUS Vivobook 14X OLED (2023) For Creator, Intel H-Series Core i5 13th Gen - (16 GB/512 GB SSD/Windows...","₹82,990",16 GB DDR4 RAM,Intel Core i9 Processor (8th Gen),64 bit Windows 10 Operating System,1 TB SSD,35.56 cm (14 inch) Display
ASUS TUF Gaming A15 with 90WHr Battery Ryzen 7 Octa Core 4800H - (16 GB/512 GB SSD/Windows 11 Home/4 G...,"₹82,990",16 GB DDR4 RAM,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,1 TB SSD,41.15 cm (16.2 inch) Display
Acer Nitro 5 (2023) Ryzen 7 Octa Core 7735HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,"₹82,990",16 GB LPDDR5 RAM,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
Lenovo Yoga 7i Ryzen 7 Octa Core R7-5800U 5th Gen - (16 GB/512 GB SSD/Windows 10 Home) 14ITL5 2 in 1 L...,"₹82,850",16 GB DDR4 RAM,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display
DELL G15 Core i5 10th Gen - (16 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce GTX 3050/120 Hz)...,"₹82,500",32 GB DDR4 RAM,Intel Core i9 Processor (11th Gen),64 bit Windows 11 Operating System,1 TB SSD,40.64 cm (16 inch) Display
HP Pavilion x360 (2023) Intel Core i5 13th Gen - (16 GB/1 TB SSD/Windows 11 Home) 14-ek1009TU Thin and...,"₹82,500",16 GB DDR5 RAM,AMD Ryzen 9 Octa Core Processor,Windows 11 Operating System,1 TB SSD,33.78 cm (13.3 inch) Touchscreen Display
HP Envy x360 Creator Intel Evo Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) x360-bf0085TU Thin...,"₹82,490",32 GB DDR5 RAM,Intel Core i9 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display
DELL Inspiron Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 7420 2 in 1 Laptop,"₹82,490",16 GB DDR4 RAM,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,512 GB SSD,40.64 cm (16 Inch) Display
"ASUS Vivobook 14X (2023) For Creator, Intel H-Series Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 H...","₹82,399",32 GB DDR5 RAM,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,35.56 cm (14 Inch) Display
"ASUS Vivobook 14X (2023) For Creator, Intel H-Series Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 H...","₹82,373",16 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,35.56 cm (14 Inch) Display
HP Pavilion Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) 14-dv2015TU Thin and Light Laptop,"₹82,250",16 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,512 GB SSD,40.64 cm (16 Inch) Display
Acer Swift 5 Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) SF514-52T Thin and Light Laptop,"₹81,998",32 GB DDR4 RAM,Intel Core i7 Processor (13th Gen),64 bit Windows 11 Operating System,1 TB SSD,34.04 cm (13.4 Inch) Touchscreen Display
APPLE 2020 Macbook Air M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGND3HN/A,"₹81,990",16 GB DDR4 RAM,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,1 TB SSD,36.07 cm (14.2 inch) Display
APPLE 2020 Macbook Air M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGN93HN/A,"₹81,990",16 GB DDR4 RAM,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,1 TB SSD,36.07 cm (14.2 inch) Display
HP Ryzen 5 Hexa Core 5600U - (8 GB/512 GB SSD/Windows 11 Home) x360-ay1062au Thin and Light Laptop,"₹81,990",32 GB LPDDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
HP Envy Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 13-ba0011tx Thin and Light ...,"₹81,990",32 GB LPDDR4X RAM,AMD Ryzen 9 Octa Core Processor,64 bit Windows 10 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
MSI Katana 15 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 30...,"₹81,990",32 GB LPDDR4X RAM,AMD Ryzen 9 Octa Core Processor,64 bit Windows 10 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
APPLE 2020 Macbook Air M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGN63HN/A,"₹81,990",32 GB DDR5 RAM,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,1 TB SSD,40.64 cm (16 inch) Display
HP Pavilion Gaming Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce R...,"₹81,890",16 GB DDR5 RAM,AMD Ryzen 9 Octa Core Processor,Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
HP Envy Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 13-ba0011tx Thin and Light ...,"₹81,990",32 GB LPDDR4X RAM,AMD Ryzen 9 Octa Core Processor,64 bit Windows 10 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display
HP Pavilion Gaming Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce R...,"₹81,890",16 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,34.04 cm (13.4 Inch) Display
Lenovo Ryzen 7 Octa Core 6th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,"₹81,656",32 GB DDR5 RAM,AMD Ryzen 9 Octa Core Processor,64 bit Windows 11 Operating System,1 TB SSD,36.83 cm (14.5 Inch) Touchscreen Display
HP Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Pavilion 15-eg0104TX Laptop,"₹81,500",16 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,512 GB SSD,"15.6 inch Full HD LED Backlit Anti-glare IPS Display, 300 Hz, 300 Nits"
HP Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics) Victus 16-d0003TX Laptop,"₹81,500",16 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display
HP Pavilion x360 (2023) Intel Core i5 13th Gen - (16 GB/1 TB SSD/Windows 11 Home) 14-ek1009TU Thin and...,"₹81,490",16 GB DDR5 RAM,Intel Core i9 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,35.56 cm (14 Inch) Display
HP Pavilion x360 (2023) Intel Core i5 13th Gen - (16 GB/1 TB SSD/Windows 11 Home) 14-ek1010TU Thin and...,"₹81,190",16 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10) Inspiron 5410 2 in 1 Laptop,"₹81,000",16 GB DDR5 RAM,AMD Ryzen 9 Octa Core Processor,Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
Lenovo IdeaPad Slim 5 Intel Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15IAL7 Laptop,"₹80,990",16 GB LPDDR3 RAM,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,2 TB SSD,43.94 cm (17.3 Inch) Display
Acer Nitro 5 (2023) Ryzen 7 Octa Core 7735HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,"₹80,990",16 GB DDR4 RAM,Intel Core i7 Processor (8th Gen),64 bit Windows 10 Operating System,512 GB SSD,40.64 cm (16 Inch) Display
Acer Swift 7 Core i5 7th Gen - (8 GB/256 GB SSD/Windows 10 Home) SF713-51 Thin and Light Laptop,"₹80,990",16 GB LPDDR5 RAM,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
Infinix ZERO BOOK ULTRA Series Laptop Intel Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home) ZL12 B...,"₹80,990",16 GB DDR5 RAM,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
HP Envy x360 (2023) Intel Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 15-fh0015AU Lap...,"₹80,990",32 GB DDR4 RAM,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Touchscreen Display
Acer Nitro 5 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050...,"₹80,950",32 GB DDR5 RAM,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display
DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10) Inspiron 5410 2 in 1 Laptop,"₹80,671",16 GB LPDDR5 RAM,Intel Core i9 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,34.04 cm (13.4 inch) Touchscreen Display
HP Pavilion x360 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-ek0072TU Thin and Light Lapt...,"₹80,500",16 GB LPDDR3 RAM,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display
HP Pavilion Aero (2023) Ryzen 7 Octa Core 7735U - (16 GB/1 TB SSD/Windows 11 Home) 13-BE2048AU Thin an...,"₹80,490",16 GB DDR4 RAM,Intel Core i9 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display
HP Pavilion Aero (2023) Ryzen 7 Octa Core 7735U - (16 GB/1 TB SSD/Windows 11 Home) 13-BE2046AU Thin an...,"₹80,490",16 GB DDR4 RAM,AMD Ryzen 9 Octa Core Processor,64 bit Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display
ASUS ExpertBook P2 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Pro/2 GB Graphics) ExpertBook P2 P2451...,"₹80,490",16 GB DDR5 RAM,Intel Core i9 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display
HP Pavilion Aero (2023) Ryzen 7 Octa Core 7735U - (16 GB/1 TB SSD/Windows 11 Home) 13-BE2047AU Thin an...,"₹80,490",16 GB LPDDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,"15.6 inch Full HD LED Backlit Anti-glare IPS Display, 300 Hz, 300 Nits"
HP Pavilion Plus Creator OLED Eyesafe (2023) Intel H-Series Core i5 12th Gen - (16 GB/512 GB SSD/Windo...,"₹80,353",8 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display
HP Pavilion Plus Creator OLED Eyesafe (2023) Intel H-Series Core i5 12th Gen - (16 GB/512 GB SSD/Windo...,"₹79,999",16 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,43.94 cm (17.3 Inch) Display
HP Ryzen 5 Hexa Core - (8 GB/512 GB SSD/Windows 11 Home) 13-AY1065AU Thin and Light Laptop,"₹79,999",16 GB DDR5 RAM,AMD Ryzen 9 Octa Core Processor,Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display
HP Pavilion Gaming Ryzen 7 Octa Core AMD R7-5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NV...,"₹79,999",16 GB DDR5 RAM,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,512 GB SSD,40.64 cm (16 Inch) Display
ASUS ZenBook 13 (2022) Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) UX325EA-KG722TS Thin and ...,"₹79,999",16 GB DDR5 RAM,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Touchscreen Display
Lenovo Ryzen 7 Octa Core - (8 GB/512 GB SSD/DOS) Thinkpad P14s Business Laptop,"₹79,999",16 GB DDR4 RAM,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display
ASUS Vivobook S 15 OLED (2023) Intel EVO H-Series Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home...,"₹79,990",16 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,43.94 cm (17.3 inches) Display
ASUS TUF Gaming F15 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce ...,"₹79,990",16 GB DDR4 RAM,Intel Core i7 Processor (9th Gen),64 bit Windows 10 Operating System,1 TB SSD,"Steel Series Engine 3, Matrix Display (Extend), VR Ready, Cooler Boost 5, Per-Key RGB gaming keyboard by Steelseries, Hi-Res Audio, Nahimic 3, Thin Bezel, 240Hz Panel, WiFi 6E, Discrete Graphics Mode, Speaker Tuning Engine, 2.5Gb"
ASUS Vivobook S 14 Flip (2023) Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) TP3402VAB-LZ541WS...,"₹79,990",16 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
"ASUS Vivobook 16X (2023) For Creator, Intel H-Series Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 H...","₹79,990",16 GB LPDDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,34.04 cm (13.4 inch) Touchscreen Display
MSI Sword 15 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 305...,"₹79,990",16 GB DDR5 RAM,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,34.04 cm (13.4 Inch) Touchscreen Display
Lenovo Yoga Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14IRP8 Thin and Light Laptop,"₹79,990",16 GB DDR5 RAM,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,103.23 cm (40.64 cm) Display
ASUS Zenbook 14 OLED (2023) Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) UM3402YA-KM54...,"₹79,990",16 GB DDR5 RAM,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Touchscreen Display
"ASUS Vivobook Pro 15 For Creator, Intel H-Series Core i9 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/...","₹79,990",16 GB DDR4 RAM,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,1 TB SSD,34.04 cm (13.4 inch) Touchscreen Display
GIGABYTE G5 KD Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3...,"₹79,990",8 GB DDR3 RAM,Intel Core i5 Processor (8th Gen),Mac OS Operating System,512 GB SSD,45.72 cm (18 inch) Display
"ASUS Vivobook 16X (2023) For Creator, Intel H-Series Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 H...","₹79,990",16 GB DDR5 RAM,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,35.56 cm (14 inch) Display
Acer Nitro 5 Ryzen 7 Octa Core 4800H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA ...,"₹79,890",16 GB DDR5 RAM,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,1 TB SSD,40.89 cm (16.1 Inch) Display
Lenovo Yoga 730 Core i7 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) 730-13IKB Thin and Light Laptop,"₹79,800",16 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,40.89 cm (16.1 Inch) Display
DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) INSP 5406 2in1 2 in 1 Laptop,"₹79,500",32 GB DDR5 RAM,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display
Lenovo Yoga C640 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) C640-13IML 2 in 1 Laptop,"₹79,400",16 GB LPDDR4X RAM,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,1 TB SSD,40.64 cm (16 Inch) Touchscreen Display
HP Victus Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/14...,"₹79,400",32 GB DDR5 RAM,AMD Ryzen 9 Octa Core Processor,64 bit Windows 11 Operating System,1 TB SSD,35.56 cm (14 Inch) Display
HP Pavilion Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-dy1010TU Thin and Light Lap...,"₹79,000",16 GB DDR4 RAM,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,1 TB SSD,35.56 cm (14 inch) Display
HP Victus Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX...,"₹78,990",16 GB DDR5 RAM,AMD Ryzen 9 Octa Core Processor,64 bit Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display
ASUS Pro P5 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Pro) Pro P5 P5440FA Thin and Light Laptop,"₹78,990",16 GB DDR4 RAM,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Touchscreen Display
MSI Katana 15 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 305...,"₹78,990",16 GB DDR4 RAM,Intel Core i9 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display
Lenovo LOQ Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3050)...,"₹78,990",16 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,512 GB SSD,40.64 cm (16 Inch) Display
ASUS Pro P5 Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Pro) Pro P5 P5440FA Thin and Light Laptop,"₹78,990",32 GB LPDDR5 RAM,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
ASUS Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) TP3402VAB-LZ542WS 2 in 1 Laptop,"₹78,890",16 GB DDR5 RAM,Intel Core i9 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,34.04 cm (13.4 Inch) Touchscreen Display
HP Pavilion Plus Creator Eyesafe (2023) Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14...,"₹78,790",16 GB LPDDR5 RAM,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,1 TB SSD,35.56 cm (14 inch) Display
ASUS Ryzen 5 10th Gen - (16 GB/512 GB SSD/Windows 11 Home/NVIDIA GeForce RTX 4GB NVIDIA GeForce RTX 30...,"₹78,500",16 GB DDR4 RAM,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,512 GB SSD,40.64 cm (16 Inch) Display
ASUS Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX3050-4GB)...,"₹78,464",16 GB DDR4 RAM,Intel Core i5 Processor (10th Gen),64 bit Windows 10 Operating System,512 GB HDD|512 GB SSD,39.62 cm (15.6 Inch) Display
DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10) Inspiron 5410 2 in 1 Laptop,"₹78,450",16 GB DDR4 RAM,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,2 TB SSD,40.64 cm (16 Inch) Display
HP Ryzen 7 Octa Core - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX NVIDIA® GeFo...,"₹78,190",16 GB DDR5 RAM,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
DELL Inspiron Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 14 2-in-1 2 in ...,"₹78,061",16 GB DDR4 RAM,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,512 GB SSD,43.94 cm (17.3 Inch) Display
Acer Aspire 5 Core i7 11th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) A514-54G-71...,"₹78,000",8 GB Unified Memory RAM,Apple M2 Processor,Mac OS Operating System,512 GB SSD,45.72 cm (18 Inch) Display
HP Pavilion Aero Ryzen 5 Hexa Core 5600U - (16 GB/512 GB SSD/Windows 10 Home) 13-BE0030AU Thin and Lig...,"₹78,000",8 GB Unified Memory RAM,Apple M2 Processor,Mac OS Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display
