company_name,world_rank,headquarter,market cap(Billion USD),business_sector
COHEN & STEERS QUALITY INCOME REALTY FUND,"6,595",USA,1.44,"Energy, Oil and Gas"
GREAT WALL ENTERPRISE,"6,596",Taiwan,1.44,"Industries, Waste and Trash Management"
SHANDONG CHENMING PAPER HOLDINGS,"6,597",China,1.44,"Technology, Software and IT Infrastructure"
"PETRO USA, INC.","6,598",USA,1.439,"FMCG, Package Foods, Food Products"
"ARCELLX, INC.","6,599",USA,1.439,"Real Estate, Consumer Services, Retail, Property Investments, Commercial Properties"
SHANGHAI MILKGROUND FOOD TECH CO. LTD,"6,600",China,1.438,Technology
B-SOFT,"6,601",China,1.438,"Industries, Construction"
COMPASS DIVERSIFIED HOLDINGS LLC,"6,602",USA,1.438,Retail
DCM SHRIRAM,"6,603",India,1.438,"Industries, Infrastructure"
VTECH HOLDINGS,"6,604",Hong Kong,1.438,Textile
CREATE RESTAURANTS HOLDINGS,"6,605",Japan,1.438,"FMCG, Package Foods, Food Products"
SPECTRUM ASA,"6,606",Norway,1.437,"Basic Materials, Iron and Steel"
GLOBAL BLOOD THERAPEUTICS,"6,607",USA,1.437,"Industries, Infrastructure"
INGLES MARKETS,"6,607",USA,1.436,"Basic Materials, Chemicals"
SALINI IMPREGILO,"6,608",Italy,1.436,"Retail, Convenience Stores"
NUVOCO VISTAS CORPORATION LIMITED,"6,608",India,1.436,"Healthcare, Pharmaceutical, HealthCare Products, Hospitals"
IOI PROPERTIES GROUP BERHAD,"6,609",Malaysia,1.436,"Healthcare, Medical Equipment"
NANYANG TOPSEC TECHNOLOGIES GROUP,"6,610",China,1.436,"Communication Services, Telecom, Utilities, Telecom Equipment"
XINJIANG XINTAI NATURAL GAS,"6,611",China,1.435,"Technology, Software and IT Infrastructure"
STOLT-NIELSEN,"6,612",UK,1.435,"Tobacco Products, Tobacco and Cigarette"
SANDSTORM GOLD,"6,613",Canada,1.435,Retail
MELCO INTERNATIONAL DEVELOPMENT,"6,614",Hong Kong,1.434,"Utilities, Electric Utilities, Renewable Energy"
GOLDMAN SACHS BDC,"6,615",USA,1.434,"Industries, Heavy Machinery"
SAVMOBI TECHNOLOGY INC.,"6,616",China,1.434,"Healthcare, Biotechnology, Biopharmaceutical"
SHANGHAI SMI HOLDING CO. LTD,"6,617",China,1.434,"Industries, Construction"
JINXIN FERTILITY GROUP,"6,618",China,1.434,"Technology, Retail, Software and IT"
FARADAY FUTURE ,"6,619",USA,1.434,"Industries, Retail, Logistics, Commodities Trading, Conglomerate"
GP CLUB,"6,619",South Korea,1.433,"Industries, Batteries, Electrical Products"
MOON ACTIVE,"6,619",Israel,1.433,"Financial Services, Asset Management"
POSHMARK,"6,619",USA,1.433,"Industries, Logistics, Freight Transport"
YOU & MR JONES,"6,619",USA,1.433,"Energy, Oil and Gas"
HARTALEGA HOLDINGS BHD,"6,619",Malaysia,1.432,"Insurance, Financial Services"
TRUSTMARK CORPORATION,"6,620",USA,1.432,"Industries, Waste and Trash Management"
PROCEPT BIOROBOTICS CORP,"6,621",USA,1.432,Industries
COL DIGITAL PUBLISHING GROUP,"6,622",China,1.432,Home Furnishing
ALEXANDER MARINE,"6,623",Taiwan,1.431,"Industries, Electrical Products, Cables and Wires, Home Appliances"
NANNING CHEMICAL INDUSTRY,"6,624",China,1.43,"Technology, Semiconductors, Electronics"
J.S. CORRUGATING MACHINERY CO. LTD,"6,625",China,1.43,"FMCG, Package Foods, Food Products"
"SHANGHAI YIZHONG PHARMACEUTICAL CO., LTD.","6,626",China,1.43,"Basic Materials, Cement, Construction Materials"
TITAN CEMENT INTERNATIONAL,"6,627",Belgium,1.429,"Industries, Forest Products, Wood Products, Furniture, Home & Furniture"
E-MART,"6,628",South Korea,1.429,"Basic Materials, Chemicals"
WHIRLPOOL,"6,629",Brazil,1.428,"Resorts, Hotels"
LIGAO FOODS CO.LTD,"6,630",China,1.428,Footwear
BRP GROUP,"6,631",USA,1.428,"Technology, Software and IT"
JINLEI TECHNOLOGY,"6,632",China,1.428,"Technology, Software and IT"
JINYU BIO-TECHNOLOGY,"6,633",China,1.427,"Industries, Industry Machinery, Tools and Equipment"
BUSINESS-INTELLIGENCE OF ORIENTAL NATIONS CORPORATION,"6,634",China,1.427,"Financial Services, Insurance"
GUANGDONG JANUS INTELLIGENT GROUP CORPORATION,"6,635",China,1.426,"Industries, Commodities Trading, Iron and Steel, Logistics"
ANHUI YINGLIU ELECTROMECHANICAL,"6,636",China,1.426,"Basic Materials, Chemicals, Paints and Coatings"
OPERA,"6,637",Norway,1.426,"Energy, Oil and Gas, Natural Gas Generation"
JPMORGAN EMERGING MARKETS INVESTMENT TRUST,"6,638",UK,1.426,"Technology, Software and IT"
ANGEL ONE LIMITED,"6,639",India,1.425,"Basic Materials, Copper Mining, Mining, Metals"
MELIA HOTELS INTERNATIONAL,"6,640",Spain,1.425,"Industries, Heavy Machinery"
ABACUS PROPERTY GROUP,"6,641",Australia,1.424,"Healthcare, Pharmaceutical, HealthCare Products, Biotechnology"
ZIGNAGO VETRO,"6,642",Italy,1.424,"Software and IT, Technology, Software Products, Automobile Dealers"
TRIUMPH SCIENCE & TECHNOLOGY,"6,643",China,1.424,"Energy, Oil and Gas"
"THREE'S COMPANY MEDIA GROUP CO., LTD.","6,644",China,1.424,Retail
OVERSTOCK.COM,"6,645",USA,1.423,"Industries, Transportation, Consumer Services, Marine Transportation, Shipping"
TIGER BRANDS,"6,646",South Africa,1.423,"Education, Internet or Mobile App Based Business"
SAFEHOLD,"6,647",USA,1.423,"Meat / Poultry / Fish / Chicken, Farming / Seeds / Milling"
DAISEKI,"6,648",Japan,1.423,"Financial Services, Banking Services"
MERITOR,"6,649",USA,1.422,"Investments, Asset Management"
USHIO,"6,649",Japan,1.422,"Technology, Software and IT, Software Products, Software and IT Infrastructure"
GENIUS SPORTS LIMITED,"6,650",UK,1.422,"Industries, Chemicals, Construction Materials, Conglomerate"
CHENGDU INFORMATION TECHNOLOGY OF CHINESE ACADEMY OF SCIENCES,"6,651",China,1.422,"Basic Materials, Chemicals"
TIBET URBAN DEVELOPMENT AND INVESTMENT,"6,652",China,1.421,"Financial Services, Insurance"
"ANHUI TONGGUAN COPPER FOIL GROUP CO., LTD.","6,653",China,1.421,"Communication Services, Gaming"
LOMA NEGRA COMPANIA INDUSTRIAL ARGENTINA SOCIEDAD ANONIMA,"6,654",Argentina,1.421,"Real Estate, Financial Services"
BWP TRUST,"6,655",Australia,1.42,"Technology, Software and IT"
"SHANDONG JINJING SCIENCE AND TECHNOLOGY STOCK CO., LTD.","6,656",China,1.42,"Financial Services, Banking Services"
EQUINOX GOLD,"6,657",Canada,1.42,"Basic Materials, Iron and Steel, Metals"
LUK FOOK HOLDINGS (INTERNATIONAL),"6,658",Hong Kong,1.42,"HealthCare Products, Marketing Services, FMCG"
FIBRA TERRAFINA,"6,659",Mexico,1.42,"Healthcare, Medical Equipment"
FOCUS TECHNOLOGY,"6,660",China,1.42,"Healthcare, Biotechnology"
CHINA EXPRESS AIRLINES,"6,661",China,1.42,"Industries, Heating Equipment, Electrical Products, Home Appliances, Building Products and Equipment"
CORBION,"6,662",Netherlands,1.42,"Financial Services, Insurance"
NINGBO HUAXIANG ELECTRONIC,"6,663",China,1.419,"Technology, Computers Hardware, Communications Equipment"
X-FAB SILICON FOUNDRIES SE,"6,664",Belgium,1.419,"Real Estate, Property Investments"
TOP GLOVE CORPORATION BERHAD,"6,665",Malaysia,1.418,"Financial Services, Asset Management"
ALTICE USA,"6,666",USA,1.418,"Industries, Construction"
BREEDON GROUP,"6,667",UK,1.418,"Basic Materials, Iron and Steel"
INTELBRAS S.A. - INDUSTRIA DE TELECOMUNICACAO ELETRONICA BRASILEIRA,"6,668",Brazil,1.417,"Healthcare, Biotechnology, Technology, HealthCare Products, Health Care Diagnostics"
GRINM ADVANCED MATERIALS,"6,669",China,1.416,"Technology, Software and IT, Analytics, Software and IT Infrastructure"
3D MEDICINES INC.,"6,670",China,1.416,Real Estate
OAKTREE SPECIALTY LENDING CORPORATION,"6,671",USA,1.416,"Industries, Metal Fabrication Products"
CONTINENTAL BUILDING PRODUCTS,"6,672",USA,1.416,"Real Estate, Retail, Property Investments, Commercial Properties"
SALCEF GROUP S.P.A.,"6,672",Italy,1.415,"Technology, Electronics"
B. RILEY FINANCIAL,"6,673",USA,1.414,"Technology, Electronics"
TOP GLOVE CORPORATION BHD,"6,674",Malaysia,1.414,"Financial Services, Asset Management, Investments"
ROYCE VALUE TRUST,"6,675",USA,1.414,"Industries, Electronics, Electrical Products"
HENAN YICHENG NEW ENERGY,"6,676",China,1.414,"Healthcare, Biotechnology"
"V2X, INC.","6,677",USA,1.414,"Chocolate & Confectionery, FMCG"
SIRIUS INTERNATIONAL INSURANCE GROUP,"6,678",Bermuda,1.413,"Technology, Software and IT, Security Systems and Solutions"
BIRCHCLIFF ENERGY,"6,679",Canada,1.413,"Healthcare, Insurance"
NORTHWEST BANCSHARES,"6,680",USA,1.413,"Shell Company, Software and IT"
CHERKIZOVO GROUP,"6,681",Russia,1.413,"Financial Services, Banking Services"
GRUPO SBF,"6,682",Brazil,1.412,"Basic Materials, Metals, Mining"
CHINA COAL XINJI ENERGY,"6,682",China,1.411,"Utilities, Renewable Energy"
POLYMETAL INTERNATIONAL,"6,683",Cyprus,1.41,"Communication Services, Telecom"
REDFIN CORPORATION,"6,684",USA,1.409,"Healthcare, Pharmaceutical"
NUVEEN CALIFORNIA QUALITY MUNICIPAL INCOME FUND,"6,685",USA,1.409,"Financial Services, Stock Markets, Trading, Capital Markets"
"QUANTUMCTEK CO., LTD.","6,686",China,1.409,"Industries, Industry Machinery"
SEAZEN GROUP,"6,687",China,1.409,"Financial Services, Banking Services"
DIGITAL CHINA INFORMATION SERVICE COMPANY,"6,688",China,1.409,"Industries, Heavy Machinery, Machinery Manufacturing, Agriculture Machinery, Mining Equipment"
OFG BANCORP,"6,689",Puerto Rico,1.408,"Industries, Construction"
RENGO,"6,690",Japan,1.408,"Financial Services, Banking Services"
SHANGHAI ENVIRONMENT GROUP CO. LTD,"6,691",China,1.408,"Medical Equipment, Robotics"
GOEASY,"6,692",Canada,1.407,"Technology, Software and IT"
NEWAY VALVE (SUZHOU),"6,693",China,1.407,"eCommerce, Internet or Mobile App Based Business"
FERRO CORPORATION,"6,693",USA,1.407,"Artificial Intelligence, Software and IT, Technology"
CREATE SD HOLDINGS,"6,694",Japan,1.406,"Banking Services, Financial Services"
HYTERA COMMUNICATIONS CORPORATION,"6,695",China,1.406,"Digital Payment Solution Services, Technology"
DIAMOND OFFSHORE DRILLING,"6,696",USA,1.406,"Basic Materials, Iron and Steel"
SHANDONG XINHUA PHARMACEUTICAL COMPANY,"6,697",China,1.405,"Technology, Software and IT"
ELEKTRO REDES S.A.,"6,698",Brazil,1.405,"Technology, Computers Hardware, Electronics, Capital Goods"
ELEKTRO REDES,"6,699",Brazil,1.405,"Real Estate, Consumer Services, Property Investments"
MASTERBRAND INC,"6,700",USA,1.404,"Basic Materials, Chemicals"
AF POYRY AB (PUBL),"6,701",Sweden,1.403,"Industries, Metal Fabrication Products"
COMPASS MINERALS INTERNATIONAL,"6,702",USA,1.403,"Financial Services, Banking Services"
VAISALA OYJ,"6,703",Finland,1.403,"Healthcare, Pharmaceutical, HealthCare Products"
COWELL E HOLDINGS,"6,704",China,1.403,"Technology, Computers Hardware"
CAMURUS AB (PUBL),"6,705",Sweden,1.402,"Industries, Construction"
SIRIUSPOINT LTD.,"6,706",Bermuda,1.401,"Basic Materials, Aluminum"
CHINA MEIDONG AUTO HOLDINGS,"6,707",China,1.401,"FMCG, Package Foods, Food Products, Meat / Poultry / Fish / Chicken"
RHI MAGNESITA INDIA LIMITED,"6,708",India,1.401,"Healthcare, Technology, Healthcare Technology and Information"
BTRS HOLDINGS INC.,"6,709",USA,1.401,"Basic Materials, Metals, Cobalt Mining, Chemicals, Copper Mining"
CITIZEN WATCH,"6,710",Japan,1.4,"Basic Materials, Chemicals"
CHINA GOLD INTERNATIONAL RESOURCES,"6,711",Canada,1.399,"Financial Services, Asset Management"
GUSHENGTANG HOLDINGS LIMITED,"6,712",China,1.399,"Industries, Electronics, Technology, Technology Hardware and Instruments, Engineering Products"
TAIWAN SECOM,"6,713",Taiwan,1.399,Retail
HUNAN CORUN NEW ENERGY,"6,714",China,1.399,"Healthcare, Pharmaceutical"
TOSHIBA TEC CORPORATION,"6,715",Japan,1.397,"Healthcare, Biotechnology"
ZHEJIANG WANMA,"6,716",China,1.397,"Real Estate, Hotels"
CHINA MOTOR CORPORATION,"6,717",Taiwan,1.397,Apparels and Accessories
TAURON POLSKA ENERGIA,"6,718",Poland,1.396,"Financial Services, Stock Markets, Trading, Capital Markets"
"EO TECHNICS CO., LTD.","6,719",South Korea,1.396,"Healthcare, Pharmaceutical, HealthCare Products, Biopharmaceutical, Biotechnology"
VICTORIA'S SECRET & CO.,"6,720",USA,1.396,"Real Estate, Software and IT, Software Products"
CONSTELLATION PHARMACEUTICALS,"6,721",USA,1.396,"Real Estate, Farming / Seeds / Milling"
PERSEUS MINING LIMITED,"6,721",Australia,1.395,"Industries, Technology, Machinery Manufacturing, Manufacturing, Industry Machinery"
NANJING XINJIEKOU DEPARTMENT STORE,"6,722",China,1.394,Real Estate
NORTHWEST NATURAL HOLDING COMPANY,"6,723",USA,1.394,"Industries, Industry Machinery"
AL RAJHI COMPANY FOR COOPERATIVE INSURANCE,"6,724",Saudi Arabia,1.394,"Industries, Industry Machinery"
JIANGSU AKCOME SCIENCE AND TECHNOLOGY,"6,725",China,1.394,"Communication Services, Telecom"
"XINJIANG JOINWORLD CO.,LTD.","6,726",China,1.393,"Utilities, Electric Utilities"
BLACKROCK ENHANCED EQUITY DIVIDEND TRUST,"6,727",USA,1.393,"Financial Services, Banking Services"
"INNER MONGOLIA OJING SCIENCE & TECHNOLOGY CO., LTD.","6,728",China,1.393,Restaurants
ALFEN,"6,729",Netherlands,1.393,"Home Appliances, Kitchen Appliances, Electrical Products, Home Furnishing"
MAYINGLONG PHARMACEUTICAL GROUP,"6,730",China,1.392,"Basic Materials, Mining"
"WUHAN KEQIAN BIOLOGY CO.,LTD","6,731",China,1.392,"Alcoholic Beverages, Beverages, Wine"
CENTRAL DEPOSITORY SERVICES (INDIA) LIMITED,"6,732",India,1.392,"Healthcare, Hospitals"
TTEC HOLDINGS,"6,733",USA,1.391,"Financial Services, Investments, Asset Management"
GOLDEN OCEAN GROUP LIMITED,"6,734",Bermuda,1.391,"Technology, Processors / Chips, Semiconductors, Technology Hardware and Instruments"
ENTERPRISE FINANCIAL SERVICES CORP,"6,735",USA,1.39,"Basic Materials, Paper and Pulp"
GOLDEN SOLAR NEW ENERGY TECHNOLOGY HOLDINGS LIMITED,"6,736",China,1.39,"Education, Training Services"
SUMMERSET GROUP HOLDINGS,"6,737",New Zealand,1.39,"Real Estate, Property Investments"
ZBOM HOME COLLECTION,"6,738",China,1.39,"Industries, Shipping"
TECON BIOLOGY CO.LTD,"6,739",China,1.39,"Technology, Software and IT"
CANNAE HOLDINGS,"6,740",USA,1.389,"Basic Materials, Iron and Steel"
SUPERMAP SOFTWARE,"6,741",China,1.389,"Healthcare, HealthCare Products, Healthcare Service, Hospitals"
BANK OF GANSU,"6,742",China,1.388,"Industries, Industry Machinery, Technology, Capital Goods"
HUB24,"6,743",Australia,1.388,"Technology, Electronics, Capital Goods"
"ARHAUS, INC.","6,744",USA,1.386,Retail
VISIONOX TECHNOLOGY,"6,745",China,1.386,"Communication Services, Telecom"
TILRAY,"6,746",Canada,1.385,"Real Estate, Property Investments"
TATA INVESTMENT CORPORATION,"6,747",India,1.385,"Real Estate, Commercial Properties, Investments, Property Investments"
DAMPSKIBSSELSKABET NORDEN A/S,"6,748",Denmark,1.384,"Energy, Oil and Gas"
PT PAKUWON JATI TBK,"6,749",Indonesia,1.384,"Energy, Oil and Gas"
CHENGDU FUSEN NOBLE-HOUSE INDUSTRIAL,"6,750",China,1.384,Real Estate
FAR EASTERN INTERNATIONAL BANK,"6,751",Taiwan,1.383,"Technology, Software and IT Infrastructure"
SAIZERIYA,"6,752",Japan,1.383,"Industries, Electrical Products"
AAVAS FINANCIERS LIMITED,"6,753",India,1.382,Paper and Pulp
LONCIN MOTOR,"6,754",China,1.382,"FMCG, Household Products, Chemicals"
SHIJIAZHUANG CHANGSHAN BEIMING TECHNOLOGY CO. LTD,"6,755",China,1.381,"Utilities, Electric Utilities, Renewable Energy"
KINSUS INTERCONNECT TECHNOLOGY,"6,756",Taiwan,1.381,Asset Management
CHONGQING GAS GROUP CORPORATION,"6,757",China,1.38,"Healthcare, Pharmaceutical, HealthCare Products, Biotechnology"
HOUSING AND URBAN DEVELOPMENT CORPORATION,"6,758",India,1.38,"Communication Services, Advertising"
AOSHIKANGTECHNOLOGYCO. LTD,"6,759",China,1.38,"Energy, Coal Mining, Mining"
TRIVENI TURBINE,"6,760",India,1.38,"Energy, Coal Mining, Mining"
TOP ENERGY COMPANYSHANXI,"6,761",China,1.38,Insurance
SISTEMA PUBLIC JOINT STOCK FINANCIAL CORPORATION,"6,762",Russia,1.379,"Bikes, Scooters, Commercial Vehicles, Automobile, Engines Manufacturing"
NANTONG JIANGSHAN AGROCHEMICAL & CHEMICALS,"6,763",China,1.379,"Financial Services, Insurance"
SECURE ENERGY SERVICES,"6,764",Canada,1.379,"Financial Services, Banking Services"
PEXA GROUP LIMITED,"6,765",Australia,1.379,"Industries, Industry Machinery"
GALAXY DIGITAL HOLDINGS,"6,766",USA,1.379,"Financial Services, Banking Services"
SHANGHAI FILM,"6,767",China,1.378,"Basic Materials, Mining, Uranium"
"LIHUAYI WEIYUAN CHEMICAL CO., LTD.","6,768",China,1.378,"Basic Materials, Chemicals"
VESUVIUS,"6,769",UK,1.378,"Healthcare, Pharmaceutical"
APLUS FINANCIAL,"6,769",Japan,1.378,"Technology, Software and IT"
FIRST PACIFIC COMPANY,"6,770",Hong Kong,1.378,"Engineering Products, Capital Goods, Packaging"
PARAGON BANKING GROUP,"6,771",UK,1.377,"Healthcare, HealthCare Products, Biotechnology, Biopharmaceutical"
CHALICE MINING LIMITED,"6,772",Australia,1.375,Retail
THANACHART CAPITAL PUBLIC COMPANY,"6,773",Thailand,1.373,"Real Estate, Retail, Property Investments, Commercial Properties"
RAYMOND,"6,774",India,1.373,"FMCG, Package Foods, Food Products"
KORNIT DIGITAL LTD.,"6,775",Israel,1.373,"Healthcare, Hospitals"
BEIJING TONG REN TANG CHINESE MEDICINE COMPANY,"6,776",Hong Kong,1.372,"Financial Services, Asset Management"
PIRAMAL PHARMA LIMITED,"6,777",India,1.372,Apparels and Accessories
"GEK TERNA HOLDINGS, REAL ESTATE, CONSTRUCTION S.A.","6,778",Greece,1.372,"Utilities, Electric Utilities, Renewable Energy"
LOTTE SHOPPING,"6,779",South Korea,1.372,"Industries, Industry Machinery"
SATURDAY,"6,780",China,1.371,Financial Services
LOVISA HOLDINGS,"6,781",Australia,1.371,"Industries, Railway"
SYSTEMAX,"6,782",USA,1.371,"Utilities, Electric Utilities"
BLACKROCK WORLD MINING TRUST,"6,782",UK,1.37,"Financial Services, Stock Markets, Trading, Capital Markets"
"ALKAMI TECHNOLOGY, INC.","6,783",USA,1.37,"Communication Services, Software and IT, Technology, Software Products, Advertising"
SHANGHAI MEDICILON,"6,784",China,1.37,"Technology, Software and IT"
VATS LIQUOR CHAIN STORE MANAGEMENT JOINT STOCK,"6,785",China,1.369,"Energy, Transportation, Consumer Services, Marine Transportation, Oil and Gas"
NOVOROSSIYSK COMMERCIAL SEA PORT,"6,786",Russia,1.369,Farming / Seeds / Milling
DHT HOLDINGS,"6,786",Bermuda,1.368,"Technology, Software and IT Infrastructure, Robotics"
BEIJING TONGTECH,"6,787",China,1.368,"Healthcare, Pharmaceutical, HealthCare Products, Biotechnology, Technology"
TOEI COMPANY,"6,788",Japan,1.368,"Communication Services, Advertising"
JAPAN STEEL WORKS,"6,789",Japan,1.368,"Healthcare, Pharmaceutical, HealthCare Products, Biotechnology"
SICHUAN EXPRESSWAY COMPANY,"6,790",China,1.366,"Energy, Coal Mining, Mining"
BANGCHAK CORPORATION PUBLIC COMPANY,"6,791",Thailand,1.365,"Financial Services, Asset Management"
FUJIAN APEX SOFTWARE,"6,792",China,1.365,"Automobile, Automobile Parts"
ALKYL AMINES CHEMICALS,"6,793",India,1.365,"Healthcare, HealthCare Products, Biotechnology, Biopharmaceutical"
PACTIV EVERGREEN INC.,"6,794",New Zealand,1.365,"Healthcare, Pharmaceutical"
SUVEN PHARMACEUTICALS LIMITED,"6,795",India,1.365,"Technology, Electronics, Capital Goods"
JIANMIN PHARMACEUTICAL GROUP,"6,796",China,1.365,"Basic Materials, Copper Mining"
HTC CORPORATION,"6,797",Taiwan,1.364,"Financial Services, Banking Services"
SHENZHEN BEAUTY STAR,"6,798",China,1.364,"Basic Materials, Chemicals"
PENTA-OCEAN CONSTRUCTION,"6,799",Japan,1.364,Financial Services
"ZHEJIANG SHAOXING RUIFENG RURAL COMMERCIAL BANK CO.,LTD","6,800",China,1.364,"Real Estate, Hotels, Consumer Services, Resorts, Property Investments"
HYOSUNG ADVANCED MATERIALS CORPORATION,"6,801",South Korea,1.363,"Healthcare, Insurance"
CASTECH,"6,802",China,1.363,"Basic Materials, Mining, Gold Mining, Metals, Precious Metals"
TRI-CONTINENTAL CORPORATION,"6,803",USA,1.363,"Industries, Industry Machinery"
PT BUKALAPAK.COM TBK,"6,804",Indonesia,1.362,"Technology, Electronics, Capital Goods"
CORTICEIRA AMORIM S.G.P.S,"6,805",Portugal,1.362,"Communication Services, Broadcasting, Consumer Services"
NATIONAL WESTERN LIFE GROUP,"6,806",USA,1.36,"Energy, Oil and Gas Equipment and Services, Oil and Gas"
"INTER & CO, INC.","6,807",Brazil,1.36,"Financial Services, Asset Management"
"LUOYANG XINQIANGLIAN SLEWING BEARING CO., LTD.","6,808",China,1.36,"Financial Services, Insurance"
HANGZHOU BOILER GROUP,"6,809",China,1.36,"Healthcare, Biotechnology"
JIANGSU SANFANGXIANG INDUSTRY CO. LTD,"6,811",China,1.359,"Retail, Luxury Goods, Jewellery"
ZHEJIANG MEDICINE,"6,812",China,1.359,"Industries, Capital Goods, Machinery Manufacturing, Manufacturing, Heavy Machinery"
